generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0793727,0.001,0.0360529,0
500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0117047,-0.00363666,0.0325898,0
500000,Ranodon_sibiricus,Hynobius_retardatus,236.375,0.102602,-0.0034816,0.00177148,0
500000,Ambystoma_gracile,Ambystoma_opacum,236.069,0.129939,-0.002355,0.011701,0
500000,Mertensiella_caucasica,Pleurodeles_waltl,200.363,0.170765,-0.00324425,0.0955574,0
500000,Plethodon_caddoensis,Plethodon_jordani,254.202,0.185569,0.00470124,0.00720345,0
500000,Eurycea_rathbuni,Eurycea_troglodytes,255.28,0.317224,0.00066764,0.112075,0
500000,Pseudoeurycea_papenfussi,Pseudoeurycea_brunnata,244.006,0.180866,0.00181901,0.0312667,0
500000,Parvimolge_townsendi,Bolitoglossa_cerroensis,212.669,0.10088,-0.00481626,0.000763962,0
500000,Ensatina_eschscholtzii,Hemidactylium_scutatum,147.261,0.0529011,0.00155394,0.00698901,0
500000,Cryptobranchus_alleganiensis,Urupia_monstrosa,19.106,0.127789,-0.00341837,0.0741268,0
1000000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.0204604,-0.00481401,0.0335526,0
1000000,Salamandrella_keyserlingii,Parahynobius_kordosi,234.851,0.092966,0.000410653,0.0178075,0
1000000,Onychodactylus_japonicus,Salamandrella_keyserlingii,174.366,0.0349128,-0.000848793,0.00261968,0
1000000,Opithisthotriton_kayi,Prodesmodon_copei,181.6,0.223497,-0.00600059,0.167738,0
1000000,Ambystoma_talpoideum,Ambystoma_gfs,209.882,0.106182,-0.00340627,0.0598885,0
1000000,Salamandra_infraimmaculata,Lyciasalamandra_atifi,226.984,0.08486,0.00458969,0.0256317,0
1000000,Salamandrina_perspicillata,Mertensiella_caucasica,140.305,0.0372632,-0.00187227,0.0377505,0
1000000,Pleurodeles_waltl,Notophthalmus_meridionalis,217.198,0.143115,-0.000197914,0.0912238,0
1000000,Plethodon_petraeus,Plethodon_kentucki,252.657,0.19819,0.000330906,0.00295343,0
1000000,Eurycea_troglodytes,Eurycea_sosorum,260.182,0.447151,-0.000720081,0.0110221,0
1000000,Ensatina_eschscholtzii,Hemidactylium_scutatum,149.904,0.053339,0.00122394,0.00229994,0
1000000,Cryptobranchus_alleganiensis,Urupia_monstrosa,27.8486,0.112708,-0.00426244,0.0597613,0
1500000,Cryptobranchus_alleganiensis,Celtedens_ibericus,0,0.00720791,-0.0072601,0.0139898,0
1500000,Onychodactylus_japonicus,Salamandrella_keyserlingii,145.967,0.0790442,0.00450751,0.0944804,0
1500000,Onychodactylus_japonicus,Salamandrella_keyserlingii,189.347,0.0648831,0.00668349,0.0312696,0
