generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.833987,-3141.65,200,0.013422,1
500000,9,56.026,-2991.51,7.26888,0.00603976,0.339
1000000,9,57.4334,-2983.05,10.0934,0.0052308,0.374
1500000,8,48.1392,-3002.69,10.6804,0.0055137,0.371
2000000,13,78.049,-2985.45,18.0827,0.00478982,0.326
2500000,13,81.6703,-2974.76,20.5209,0.0048773,0.366
3000000,11,65.2047,-2996.12,13.262,0.00482285,0.3671
3500000,11,65.648,-2977.69,13.0707,0.00549945,0.357
4000000,11,65.4073,-2989.78,14.0544,0.00568336,0.36
4500000,13,69.749,-2982.52,23.2262,0.00508488,0.398
5000000,10,61.3209,-2983.94,15.5695,0.00513588,0.37
5500000,9,58.3757,-2982.94,7.80199,0.00460313,0.371
6000000,16,99.3172,-2987.06,22.2293,0.00667739,0.399
6500000,8,43.2288,-2984.22,6.35027,0.00492663,0.323
7000000,7,43.0434,-3005.29,13.2514,0.00548916,0.355667
7500000,12,73.5965,-2992.83,9.79152,0.004839,0.362
8000000,11,67.895,-2986.39,13.68,0.00462288,0.351
8500000,10,50.5468,-2979.95,19.7861,0.00512821,0.346
9000000,9,56.0689,-2993.47,11.5581,0.00489811,0.338
9500000,11,56.7611,-2982.75,11.7461,0.00578164,0.367
10000000,12,65.0691,-2980.75,9.54587,0.0042852,0.349
10500000,8,50.5841,-2998.77,9.62119,0.00555728,0.347
11000000,9,59.7187,-2979.96,10.2875,0.00496602,0.358
11500000,11,69.4371,-2990.75,13.4209,0.00484738,0.375
12000000,11,63.2221,-2973.28,8.3264,0.0053282,0.314
12500000,8,52.6734,-2991.23,8.79943,0.00458341,0.366
13000000,15,88.5343,-2986.98,17.1493,0.00571975,0.334
13500000,13,74.1175,-2983.56,11.5375,0.00514002,0.345
14000000,11,62.6349,-2984.71,11.1027,0.00491028,0.368
14500000,11,68.3392,-2989.37,12.795,0.00560238,0.381
15000000,12,59.9086,-2982.35,7.22182,0.00525971,0.381
15500000,10,64.3185,-2984.6,10.4104,0.00513959,0.398
16000000,18,105.992,-2973.99,15.7359,0.0051045,0.382
16500000,9,58.3525,-2990.28,13.5755,0.00471136,0.338
17000000,10,63.5774,-2988.11,12.2737,0.00510078,0.408
17500000,8,45.544,-2982.03,9.70147,0.00534427,0.353
18000000,8,49.647,-2997.74,9.57897,0.00521512,0.362333
18500000,8,46.3716,-2994.53,10.5345,0.00472881,0.325
19000000,10,57.3977,-2988.8,12.1184,0.00552733,0.398
19500000,9,53.4543,-2989.64,12.2977,0.00401819,0.3615
20000000,17,106.653,-2989.24,13.6362,0.00486027,0.387
20500000,11,61.97,-2985.74,11.8799,0.00513467,0.34
21000000,6,34.6397,-2995.69,14.3772,0.00463057,0.345
21500000,8,47.2152,-2993.71,7.67159,0.00575649,0.372
22000000,10,59.4857,-2984.46,11.1489,0.00445843,0.372
22500000,11,61.9489,-2975.54,10.6165,0.00469883,0.372
23000000,8,50.9179,-2996.84,12.8346,0.00629655,0.328
23500000,13,75.2967,-2978.09,12.3974,0.00578637,0.348
24000000,12,70.4893,-2981.49,8.00795,0.0060592,0.347
24500000,12,75.0266,-2979.39,16.1369,0.00495216,0.358
25000000,12,70.7296,-2984.14,12.7946,0.00454275,0.347
25500000,12,65.655,-2972.97,16.8189,0.00505391,0.331
26000000,13,81.1853,-2982.44,13.3234,0.00439471,0.378
26500000,9,47.8439,-2986.63,11.4868,0.00513273,0.365
27000000,9,51.1027,-2991.33,19.7456,0.00561973,0.345
27500000,8,42.8325,-2994.94,13.3014,0.00414803,0.358782
28000000,9,51.7827,-2987.52,13.1957,0.00519025,0.364
28500000,8,47.1904,-2996.51,12.5726,0.00511539,0.311
