generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,0.685424,-8164.98,200,0.0137228,1
500000,9,57.1985,-6708.32,11.8365,0.0966198,0.346
1000000,12,70.0287,-6717.46,20.4484,0.0945093,0.344
1500000,8,57.2928,-6718.17,9.24308,0.0975335,0.340167
2000000,6,36.3748,-6713.91,7.5989,0.0941872,0.335667
2500000,11,67.1206,-6707.05,9.93049,0.0937207,0.358
3000000,6,38.7685,-6712.58,4.99872,0.0966654,0.33
3500000,7,46.2426,-6723.88,11.045,0.0947698,0.335333
4000000,7,44.8143,-6729.46,8.19823,0.0911978,0.34775
4500000,8,47.8262,-6713.71,10.9904,0.0955399,0.319
5000000,8,54.0514,-6715.2,8.69646,0.0934322,0.32
5500000,10,59.3883,-6709.59,9.14413,0.0975641,0.342
6000000,9,63.0892,-6717.66,10.2045,0.0958108,0.379
6500000,9,61.6887,-6708.72,9.06335,0.0977156,0.378
7000000,9,56.5989,-6715.38,7.82599,0.0964465,0.325
7500000,11,71.1863,-6706.83,8.91129,0.0993293,0.349
8000000,10,64.5154,-6715.44,10.1994,0.10197,0.347
8500000,7,45.1267,-6719.54,11.1638,0.0937101,0.328
9000000,8,51.6039,-6709.92,5.45096,0.0967659,0.323
9500000,6,38.6382,-6719.14,6.51107,0.095179,0.32
10000000,10,66.2703,-6722.68,9.93629,0.0984153,0.3368
10500000,7,47.6113,-6719.89,10.9937,0.0954501,0.348667
11000000,11,75.0495,-6714.44,13.187,0.0963913,0.3515
11500000,8,56.0444,-6726.1,7.29525,0.0934389,0.344222
12000000,5,34.6256,-6719.66,5.29763,0.0978877,0.3195
12500000,8,55.0403,-6725.42,12.3778,0.0946339,0.3405
13000000,10,62.2727,-6708.19,9.55251,0.0969502,0.317
13500000,7,48.2289,-6723.52,5.73146,0.0930289,0.3372
14000000,11,76.3402,-6709.19,13.5625,0.0963116,0.317
14500000,8,50.8008,-6719.3,10.6461,0.0944992,0.324
15000000,9,54.1644,-6717.19,16.3604,0.0996966,0.348667
15500000,8,50.6063,-6715.65,3.93554,0.0925935,0.321
16000000,9,57.0511,-6710.61,6.09046,0.0948765,0.347
16500000,8,49.0209,-6712.74,7.58083,0.0944244,0.347
17000000,8,54.7489,-6712.44,15.3008,0.0950727,0.333
17500000,11,73.6736,-6705.91,9.92511,0.0906175,0.325
18000000,8,53.9477,-6718.59,7.47494,0.0996278,0.3605
18500000,11,66.5183,-6702.51,11.7629,0.0951254,0.312
19000000,7,45.553,-6719.7,7.08192,0.0936726,0.325
19500000,8,52.4782,-6714.84,4.83289,0.0988012,0.2955
20000000,7,43.6352,-6712.4,6.78501,0.0947585,0.317
20500000,9,53.4751,-6710.48,10.1889,0.0934495,0.338
21000000,8,45.42,-6713.25,7.73397,0.0938705,0.316
21500000,9,58.5261,-6712.78,7.07977,0.0968133,0.349
22000000,7,49.6251,-6722.2,7.5074,0.0960217,0.3455
22500000,10,68.445,-6714.77,13.7557,0.095305,0.347
23000000,9,62.7011,-6716.14,11.2943,0.0962345,0.353
23500000,9,53.5393,-6702.14,8.82167,0.0941184,0.313
24000000,7,46.5663,-6719.84,6.27199,0.0949166,0.307
24500000,6,37.666,-6722.86,3.19419,0.0967622,0.341
25000000,7,43.0285,-6713.41,10.5175,0.0930795,0.316
25500000,9,57.3282,-6710.68,13.7323,0.0929993,0.3545
26000000,7,49.9245,-6723.13,11.0505,0.096185,0.336
26500000,11,73.6034,-6721.27,9.20227,0.0978413,0.336
27000000,9,54.5007,-6718.71,8.17222,0.0909463,0.346
27500000,8,52.2543,-6710.38,12.46,0.0955056,0.329
28000000,11,66.5239,-6709.36,17.3205,0.0976412,0.36
28500000,9,61.1659,-6726.82,11.3936,0.0964242,0.341
29000000,9,57.718,-6713.31,6.53435,0.100028,0.331
29500000,9,61.1362,-6711.3,10.7462,0.0916204,0.327
30000000,6,38.379,-6718.62,3.53463,0.0957538,0.318
30500000,8,51.0752,-6714.84,11.5927,0.104158,0.325
31000000,9,57.7742,-6713.54,7.48204,0.095563,0.341
31500000,9,59.4587,-6709.01,8.6223,0.0964423,0.338
32000000,6,42.2519,-6718.58,6.45642,0.0956656,0.316333
32500000,10,65.8577,-6716.02,9.129,0.0992685,0.332
33000000,10,64.7453,-6718.41,8.70544,0.0971839,0.3335
33500000,7,44.3812,-6718.68,12.2854,0.0972378,0.3315
34000000,8,56.9485,-6729.03,9.45876,0.0966309,0.3475
34500000,8,48.9173,-6710.91,12.1243,0.0952033,0.323
35000000,9,50.5381,-6718.71,4.92762,0.0927495,0.326
35500000,6,42.4726,-6722.9,6.36118,0.0980957,0.3363
36000000,10,64.5036,-6714.93,14.3064,0.0925303,0.35
36500000,7,41.9812,-6714.97,6.40973,0.0903334,0.31
37000000,7,45.6912,-6722.67,6.18466,0.0984274,0.292
37500000,12,76.2394,-6717,11.8751,0.0956291,0.343
38000000,7,42.8287,-6717.22,13.0206,0.094877,0.3275
38500000,7,42.7053,-6714.23,2.89777,0.0967714,0.3375
39000000,9,60.118,-6712.66,7.01649,0.0952037,0.341
39500000,10,66.2949,-6711.48,6.72849,0.0925716,0.343
40000000,8,53.1261,-6713,7.37051,0.0934344,0.34
40500000,8,52.356,-6709.41,15.747,0.0937643,0.339
41000000,9,59.8155,-6719.95,16.2003,0.0937807,0.32
41500000,7,42.1189,-6713.36,5.73683,0.0955546,0.324
42000000,10,68.061,-6718.77,16.2852,0.0954805,0.341
42500000,9,60.4544,-6716.64,9.74447,0.101305,0.3375
43000000,8,47.7743,-6716.24,13.1834,0.0909861,0.345
43500000,6,44.2659,-6727.94,5.66665,0.0909549,0.333333
44000000,10,63.2757,-6707.14,9.30402,0.0956973,0.302
44500000,11,70.2379,-6713.32,9.41256,0.0944829,0.35
45000000,7,44.2063,-6721.78,9.36275,0.0952813,0.338
45500000,9,59.3424,-6715.35,7.41346,0.0951539,0.349
46000000,7,40.3373,-6714.26,6.522,0.0933417,0.327
46500000,12,73.8499,-6713.64,11.2483,0.090678,0.373
47000000,11,65.6841,-6702.39,11.5138,0.0923354,0.337
47500000,7,47.4939,-6718.49,3.91199,0.0967227,0.32
48000000,11,66.1474,-6708.47,9.86336,0.0975629,0.365
48500000,9,57.9571,-6714.86,5.32926,0.0931731,0.358
49000000,10,65.3701,-6707.73,10.7805,0.0995769,0.352
49500000,7,47.7608,-6720.6,5.66284,0.0945762,0.333091
50000000,6,37.5871,-6718.63,8.3898,0.0948745,0.323667
50500000,10,57.9737,-6716.55,11.8724,0.0980396,0.351
51000000,7,49.276,-6715.81,11.0145,0.101259,0.307
51500000,8,53.9801,-6716.88,6.352,0.0952077,0.327
